"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"S[220,10]",1.999,0.032,2,2,2,2,2,1.292,1000
"S[221,10]",1,0,1,1,1,1,1,1,1
"S[222,10]",1.998,0.041,2,2,2,2,2,1.189,1200
"S[223,10]",1.036,0.187,1,1,1,1,2,1.31,33
"S[224,10]",1.316,0.465,1,1,1,2,2,1.001,3000
"S[225,10]",2,0.018,2,2,2,2,2,1.291,3000
"S[226,10]",1,0,1,1,1,1,1,1,1
"S[227,10]",2,0,2,2,2,2,2,1,1
"S[228,10]",2,0,2,2,2,2,2,1,1
"S[229,10]",2,0,2,2,2,2,2,1,1
"S[230,10]",1,0.018,1,1,1,1,1,1.291,3000
"S[231,10]",1,0,1,1,1,1,1,1,1
"S[232,10]",1.638,0.481,1,1,2,2,2,3.643,4
"S[233,10]",1,0,1,1,1,1,1,1,1
"S[235,10]",2,0,2,2,2,2,2,1,1
"S[236,10]",1.127,0.333,1,1,1,1,2,1.284,16
"S[237,10]",1,0,1,1,1,1,1,1,1
"S[238,10]",1.123,0.328,1,1,1,1,2,1.025,180
"S[239,10]",2,0,2,2,2,2,2,1,1
"S[240,10]",1,0,1,1,1,1,1,1,1
"S[242,10]",1.87,0.336,1,2,2,2,2,1.606,8
"S[243,10]",1.995,0.071,2,2,2,2,2,1.262,250
"S[244,10]",2,0,2,2,2,2,2,1,1
"S[245,10]",1.663,0.473,1,1,2,2,2,1.014,160
"S[246,10]",1.836,0.37,1,2,2,2,2,1.013,270
"S[247,10]",2,0,2,2,2,2,2,1,1
"S[248,10]",1.004,0.06,1,1,1,1,1,1.09,1300
"S[249,10]",2,0,2,2,2,2,2,1,1
"S[250,10]",2,0,2,2,2,2,2,1,1
"S[252,10]",1.836,0.37,1,2,2,2,2,1.02,180
"S[253,10]",2,0.018,2,2,2,2,2,1.291,3000
"S[254,10]",1,0,1,1,1,1,1,1,1
"S[255,10]",2,0,2,2,2,2,2,1,1
"S[256,10]",1,0,1,1,1,1,1,1,1
"S[257,10]",1.014,0.119,1,1,1,1,1,1.272,87
"S[258,10]",1.75,0.433,1,2,2,2,2,1.818,6
"S[259,10]",1.195,0.396,1,1,1,1,2,1.039,83
"S[260,10]",2,0,2,2,2,2,2,1,1
"S[261,10]",2,0,2,2,2,2,2,1,1
"S[262,10]",1.114,0.317,1,1,1,1,2,1.152,32
"S[263,10]",2,0.018,2,2,2,2,2,1.291,3000
"S[264,10]",2,0,2,2,2,2,2,1,1
"S[265,10]",1,0,1,1,1,1,1,1,1
"S[266,10]",1.342,0.474,1,1,1,2,2,1.045,54
"S[267,10]",1,0,1,1,1,1,1,1,1
"S[268,10]",1.641,0.48,1,1,2,2,2,1.122,22
"S[269,10]",1,0.018,1,1,1,1,1,1.291,3000
"S[271,10]",2,0,2,2,2,2,2,1,1
"S[272,10]",2,0,2,2,2,2,2,1,1
"S[273,10]",2,0,2,2,2,2,2,1,1
"S[274,10]",1.994,0.079,2,2,2,2,2,1.125,520
"S[275,10]",2,0,2,2,2,2,2,1,1
"S[276,10]",1.142,0.349,1,1,1,1,2,1.443,11
"S[277,10]",1.053,0.225,1,1,1,1,2,1.348,22
"S[279,10]",1,0,1,1,1,1,1,1,1
"S[280,10]",1,0,1,1,1,1,1,1,1
"S[281,10]",1.974,0.16,1,2,2,2,2,1.007,2500
"S[282,10]",1,0,1,1,1,1,1,1,1
"S[283,10]",1.28,0.449,1,1,1,2,2,2.908,4
"S[284,10]",1,0,1,1,1,1,1,1,1
"S[285,10]",2,0.018,2,2,2,2,2,1.291,3000
"S[286,10]",1.979,0.145,2,2,2,2,2,1.287,57
"S[287,10]",1.999,0.032,2,2,2,2,2,1.134,3000
"S[288,10]",2,0.018,2,2,2,2,2,1.291,3000
"S[289,10]",2,0,2,2,2,2,2,1,1
"S[290,10]",2,0,2,2,2,2,2,1,1
"S[291,10]",1.55,0.498,1,1,2,2,2,1.002,1300
"S[292,10]",2,0,2,2,2,2,2,1,1
"S[293,10]",1,0,1,1,1,1,1,1,1
"S[295,10]",2,0,2,2,2,2,2,1,1
"S[296,10]",1.999,0.026,2,2,2,2,2,1.105,3000
"S[297,10]",1,0,1,1,1,1,1,1,1
"S[298,10]",1,0,1,1,1,1,1,1,1
"S[299,10]",1,0,1,1,1,1,1,1,1
"S[300,10]",2,0,2,2,2,2,2,1,1
"S[301,10]",1,0,1,1,1,1,1,1,1
"S[302,10]",1.886,0.318,1,2,2,2,2,1.021,230
"S[303,10]",2,0,2,2,2,2,2,1,1
"S[305,10]",1.986,0.119,2,2,2,2,2,1.23,110
"S[318,10]",1.964,0.187,1,2,2,2,2,1.1,130
"S[319,10]",1.999,0.036,2,2,2,2,2,1.029,3000
"S[320,10]",2,0,2,2,2,2,2,1,1
"S[321,10]",1.973,0.161,1,2,2,2,2,1.288,47
"S[322,10]",1,0,1,1,1,1,1,1,1
"S[323,10]",1.093,0.29,1,1,1,1,2,1.085,68
"S[324,10]",1,0,1,1,1,1,1,1,1
"S[326,10]",2,0,2,2,2,2,2,1,1
"S[327,10]",2,0,2,2,2,2,2,1,1
"S[328,10]",1.99,0.1,2,2,2,2,2,1.248,140
"S[329,10]",1,0,1,1,1,1,1,1,1
"S[330,10]",1.985,0.12,2,2,2,2,2,1.316,68
"S[331,10]",1,0,1,1,1,1,1,1,1
"S[332,10]",1,0,1,1,1,1,1,1,1
"S[333,10]",1,0,1,1,1,1,1,1,1
"S[334,10]",2,0.018,2,2,2,2,2,1.291,3000
"S[335,10]",2,0,2,2,2,2,2,1,1
"S[336,10]",1.196,0.397,1,1,1,1,2,1.963,6
"S[337,10]",1.397,0.489,1,1,1,2,2,1.08,30
"S[338,10]",1,0,1,1,1,1,1,1,1
"S[339,10]",2,0,2,2,2,2,2,1,1
"S[340,10]",1,0,1,1,1,1,1,1,1
"S[342,10]",2,0,2,2,2,2,2,1,1
"S[343,10]",1,0,1,1,1,1,1,1,1
"S[344,10]",2,0,2,2,2,2,2,1,1
"S[345,10]",1.217,0.413,1,1,1,1,2,1.058,54
"S[346,10]",1.909,0.288,1,2,2,2,2,1.016,360
"S[347,10]",1.001,0.032,1,1,1,1,1,1.134,3000
"S[348,10]",1.667,0.471,1,1,2,2,2,1,1
"S[349,10]",1,0,1,1,1,1,1,1,1
"S[351,10]",1,0.018,1,1,1,1,1,1.291,3000
"S[352,10]",2,0.018,2,2,2,2,2,1.291,3000
"S[353,10]",2,0,2,2,2,2,2,1,1
"S[354,10]",1.888,0.316,1,2,2,2,2,1.025,190
"S[355,10]",1.008,0.091,1,1,1,1,1,1.163,290
"S[357,10]",1.994,0.075,2,2,2,2,2,1.3,180
"S[358,10]",1,0,1,1,1,1,1,1,1
"S[359,10]",1,0,1,1,1,1,1,1,1
"S[360,10]",2,0,2,2,2,2,2,1,1
"S[362,10]",1.979,0.142,2,2,2,2,2,1.253,70
"S[363,10]",1.098,0.297,1,1,1,1,2,1.47,12
"S[364,10]",1,0,1,1,1,1,1,1,1
"S[365,10]",1.15,0.357,1,1,1,1,2,1.257,17
"S[366,10]",2,0,2,2,2,2,2,1,1
"S[367,10]",1,0,1,1,1,1,1,1,1
"S[368,10]",1,0,1,1,1,1,1,1,1
"S[369,10]",2,0.018,2,2,2,2,2,1.291,3000
"S[370,10]",1.307,0.461,1,1,1,2,2,1.145,20
"S[371,10]",2,0,2,2,2,2,2,1,1
"S[372,10]",1,0.018,1,1,1,1,1,1.291,3000
"S[373,10]",2,0,2,2,2,2,2,1,1
"S[374,10]",1,0,1,1,1,1,1,1,1
"S[375,10]",1,0,1,1,1,1,1,1,1
"S[376,10]",2,0,2,2,2,2,2,1,1
"S[377,10]",1.72,0.449,1,1,2,2,2,1.342,10
"S[378,10]",1.961,0.194,1,2,2,2,2,1.165,68
"S[379,10]",2,0,2,2,2,2,2,1,1
"S[380,10]",2,0,2,2,2,2,2,1,1
"S[381,10]",2,0,2,2,2,2,2,1,1
"S[382,10]",1.127,0.333,1,1,1,1,2,1.181,25
"S[383,10]",2,0,2,2,2,2,2,1,1
"S[384,10]",1,0,1,1,1,1,1,1,1
"S[385,10]",2,0,2,2,2,2,2,1,1
"S[391,10]",1.997,0.058,2,2,2,2,2,1.296,300
"S[392,10]",2,0,2,2,2,2,2,1,1
"S[393,10]",1.626,0.484,1,1,2,2,2,1.036,63
"S[396,10]",1,0,1,1,1,1,1,1,1
"S[397,10]",1,0,1,1,1,1,1,1,1
"S[399,10]",1,0,1,1,1,1,1,1,1
"S[400,10]",1,0,1,1,1,1,1,1,1
"S[401,10]",2,0,2,2,2,2,2,1,1
"S[402,10]",1.997,0.052,2,2,2,2,2,1.295,370
"S[404,10]",2,0,2,2,2,2,2,1,1
"S[405,10]",1.981,0.137,2,2,2,2,2,1.138,160
"S[406,10]",2,0,2,2,2,2,2,1,1
"S[407,10]",2,0,2,2,2,2,2,1,1
"S[408,10]",1,0,1,1,1,1,1,1,1
"S[409,10]",1.999,0.026,2,2,2,2,2,1.291,1500
"S[410,10]",1.222,0.416,1,1,1,1,2,1.357,11
"S[411,10]",1,0,1,1,1,1,1,1,1
"S[413,10]",1.692,0.462,1,1,2,2,2,1.478,8
"S[414,10]",1,0,1,1,1,1,1,1,1
"S[415,10]",1.017,0.131,1,1,1,1,1,1.273,73
"S[416,10]",1.801,0.4,1,2,2,2,2,1.096,34
"S[417,10]",2,0,2,2,2,2,2,1,1
"S[419,10]",1.65,0.477,1,1,2,2,2,1.414,9
"S[420,10]",1.387,0.487,1,1,1,2,2,1.532,7
"S[421,10]",2,0,2,2,2,2,2,1,1
"S[422,10]",1.929,0.257,1,2,2,2,2,1.088,82
"S[423,10]",1.091,0.288,1,1,1,1,2,1.332,17
"S[424,10]",1.999,0.026,2,2,2,2,2,1.105,3000
"S[425,10]",2,0,2,2,2,2,2,1,1
"S[426,10]",1.995,0.071,2,2,2,2,2,1.299,200
"S[427,10]",2,0.018,2,2,2,2,2,1.291,3000
"S[428,10]",1,0,1,1,1,1,1,1,1
"S[429,10]",1.022,0.148,1,1,1,1,1,1.052,410
"S[430,10]",1.99,0.1,2,2,2,2,2,1.229,150
"S[431,10]",1.656,0.475,1,1,2,2,2,1.559,7
"S[432,10]",2,0,2,2,2,2,2,1,1
"S[433,10]",1.007,0.085,1,1,1,1,1,1.019,3000
"S[434,10]",1.07,0.256,1,1,1,1,2,1.017,440
"S[435,10]",2,0,2,2,2,2,2,1,1
"S[436,10]",1.991,0.096,2,2,2,2,2,1.023,2300
"S[437,10]",1.997,0.052,2,2,2,2,2,1.295,370
"S[438,10]",2,0,2,2,2,2,2,1,1
"S[439,10]",2,0,2,2,2,2,2,1,1
"S[6,11]",1,0,1,1,1,1,1,1,1
"S[7,11]",1.97,0.172,1,2,2,2,2,1.315,38
"S[8,11]",1,0,1,1,1,1,1,1,1
"S[9,11]",1.005,0.073,1,1,1,1,1,1.158,460
"S[10,11]",1.993,0.083,2,2,2,2,2,1.065,990
"S[11,11]",2,0,2,2,2,2,2,1,1
"S[12,11]",1.003,0.055,1,1,1,1,1,1.295,330
"S[13,11]",1.447,0.497,1,1,1,2,2,1.678,6
"S[14,11]",1.008,0.091,1,1,1,1,1,1.305,120
"S[16,11]",1.998,0.041,2,2,2,2,2,1.293,600
"S[17,11]",2,0,2,2,2,2,2,1,1
"S[19,11]",1.007,0.081,1,1,1,1,1,1.118,530
"S[20,11]",1,0.018,1,1,1,1,1,1.291,3000
"S[21,11]",2,0,2,2,2,2,2,1,1
"S[22,11]",2,0,2,2,2,2,2,1,1
"S[23,11]",1,0,1,1,1,1,1,1,1
"S[24,11]",1.008,0.091,1,1,1,1,1,1.215,200
"S[26,11]",2,0,2,2,2,2,2,1,1
"S[27,11]",1.927,0.261,1,2,2,2,2,1.158,43
"S[28,11]",1,0.018,1,1,1,1,1,1.291,3000
"S[29,11]",1.991,0.093,2,2,2,2,2,1.146,320
"S[30,11]",1,0,1,1,1,1,1,1,1
"S[32,11]",2,0,2,2,2,2,2,1,1
"S[33,11]",1,0,1,1,1,1,1,1,1
"S[35,11]",1,0,1,1,1,1,1,1,1
"S[36,11]",2,0,2,2,2,2,2,1,1
"S[38,11]",1.145,0.352,1,1,1,1,2,1.176,23
"S[39,11]",2,0,2,2,2,2,2,1,1
"S[40,11]",1.333,0.471,1,1,1,2,2,1,1
"S[43,11]",1.01,0.098,1,1,1,1,1,1.016,3000
"S[44,11]",1,0,1,1,1,1,1,1,1
"S[45,11]",2,0,2,2,2,2,2,1,1
"S[46,11]",2,0,2,2,2,2,2,1,1
"S[47,11]",1.998,0.045,2,2,2,2,2,1.134,1500
"S[48,11]",1.317,0.465,1,1,1,2,2,1.051,50
"S[49,11]",1.325,0.469,1,1,1,2,2,4.546,3
"S[50,11]",1.001,0.032,1,1,1,1,1,1.292,1000
"S[51,11]",1,0,1,1,1,1,1,1,1
"S[52,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[53,11]",2,0,2,2,2,2,2,1,1
"S[54,11]",1.001,0.032,1,1,1,1,1,1.134,3000
"S[55,11]",1.857,0.35,1,2,2,2,2,1.06,67
"S[56,11]",1,0,1,1,1,1,1,1,1
"S[57,11]",1,0,1,1,1,1,1,1,1
"S[58,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[59,11]",2,0,2,2,2,2,2,1,1
"S[60,11]",2,0,2,2,2,2,2,1,1
"S[61,11]",1.412,0.492,1,1,1,2,2,1.76,6
"S[62,11]",1.998,0.041,2,2,2,2,2,1.293,600
"S[64,11]",1.019,0.135,1,1,1,1,1,1.036,720
"S[65,11]",1.898,0.303,1,2,2,2,2,1.47,11
"S[66,11]",1.003,0.058,1,1,1,1,1,1.147,810
"S[67,11]",1,0,1,1,1,1,1,1,1
"S[68,11]",1.997,0.052,2,2,2,2,2,1.167,860
"S[70,11]",1.998,0.041,2,2,2,2,2,1.189,1200
"S[72,11]",1,0,1,1,1,1,1,1,1
"S[73,11]",1,0,1,1,1,1,1,1,1
"S[74,11]",1.51,0.5,1,1,2,2,2,1.154,17
"S[75,11]",2,0,2,2,2,2,2,1,1
"S[77,11]",2,0,2,2,2,2,2,1,1
"S[79,11]",2,0,2,2,2,2,2,1,1
"S[81,11]",1.889,0.315,1,2,2,2,2,1.006,730
"S[82,11]",1,0,1,1,1,1,1,1,1
"S[83,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[84,11]",1.08,0.272,1,1,1,1,2,1.012,530
"S[85,11]",2,0,2,2,2,2,2,1,1
"S[86,11]",2,0,2,2,2,2,2,1,1
"S[87,11]",1.998,0.048,2,2,2,2,2,1.294,430
"S[88,11]",1.995,0.073,2,2,2,2,2,1.046,1900
"S[89,11]",1,0,1,1,1,1,1,1,1
"S[90,11]",2,0,2,2,2,2,2,1,1
"S[91,11]",1,0,1,1,1,1,1,1,1
"S[92,11]",1.996,0.06,2,2,2,2,2,1.004,3000
"S[93,11]",1.002,0.048,1,1,1,1,1,1.152,1100
"S[94,11]",1,0,1,1,1,1,1,1,1
"S[95,11]",1.958,0.201,1,2,2,2,2,1.15,70
"S[96,11]",1.03,0.171,1,1,1,1,2,1.212,63
"S[97,11]",1.313,0.464,1,1,1,2,2,1.18,16
"S[98,11]",1,0.018,1,1,1,1,1,1.291,3000
"S[99,11]",1.986,0.118,2,2,2,2,2,1.242,100
"S[100,11]",1,0,1,1,1,1,1,1,1
"S[101,11]",1,0,1,1,1,1,1,1,1
"S[103,11]",1.205,0.404,1,1,1,1,2,1.212,16
"S[104,11]",2,0,2,2,2,2,2,1,1
"S[106,11]",2,0,2,2,2,2,2,1,1
"S[107,11]",2,0,2,2,2,2,2,1,1
"S[108,11]",1,0,1,1,1,1,1,1,1
"S[109,11]",2,0,2,2,2,2,2,1,1
"S[110,11]",1.665,0.472,1,1,2,2,2,23.572,3
"S[111,11]",1,0,1,1,1,1,1,1,1
"S[112,11]",1.006,0.075,1,1,1,1,1,1.1,760
"S[113,11]",1.993,0.083,2,2,2,2,2,1.154,370
"S[114,11]",2,0,2,2,2,2,2,1,1
"S[115,11]",2,0,2,2,2,2,2,1,1
"S[116,11]",1.024,0.154,1,1,1,1,1,1.102,180
"S[117,11]",1,0,1,1,1,1,1,1,1
"S[118,11]",1,0,1,1,1,1,1,1,1
"S[119,11]",2,0,2,2,2,2,2,1,1
"S[120,11]",2,0,2,2,2,2,2,1,1
"S[121,11]",1,0,1,1,1,1,1,1,1
"S[122,11]",1.543,0.498,1,1,2,2,2,2.354,4
"S[124,11]",2,0,2,2,2,2,2,1,1
"S[125,11]",1,0,1,1,1,1,1,1,1
"S[126,11]",2,0,2,2,2,2,2,1,1
"S[127,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[128,11]",1.59,0.492,1,1,2,2,2,3.071,4
"S[130,11]",1.088,0.283,1,1,1,1,2,1.105,56
"S[131,11]",1,0,1,1,1,1,1,1,1
"S[132,11]",1,0,1,1,1,1,1,1,1
"S[133,11]",1,0,1,1,1,1,1,1,1
"S[134,11]",1.999,0.032,2,2,2,2,2,1.134,3000
"S[136,11]",1,0,1,1,1,1,1,1,1
"S[137,11]",1,0,1,1,1,1,1,1,1
"S[138,11]",1.999,0.026,2,2,2,2,2,1.291,1500
"S[139,11]",2,0,2,2,2,2,2,1,1
"S[141,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[143,11]",2,0,2,2,2,2,2,1,1
"S[144,11]",2,0,2,2,2,2,2,1,1
"S[146,11]",1.952,0.215,1,2,2,2,2,1.066,150
"S[147,11]",1.918,0.274,1,2,2,2,2,1.152,41
"S[149,11]",1.212,0.409,1,1,1,1,2,2.259,5
"S[150,11]",1.711,0.453,1,1,2,2,2,1.004,590
"S[151,11]",1,0,1,1,1,1,1,1,1
"S[159,11]",1,0,1,1,1,1,1,1,1
"S[163,11]",2,0,2,2,2,2,2,1,1
"S[164,11]",2,0,2,2,2,2,2,1,1
"S[165,11]",1.218,0.413,1,1,1,1,2,1.205,17
"S[166,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[167,11]",2,0,2,2,2,2,2,1,1
"S[168,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[169,11]",1.083,0.275,1,1,1,1,2,1.37,16
"S[170,11]",1.984,0.124,2,2,2,2,2,1.279,78
"S[171,11]",1.998,0.041,2,2,2,2,2,1.293,600
"S[172,11]",1.504,0.5,1,1,2,2,2,1.318,10
"S[173,11]",1.999,0.036,2,2,2,2,2,1.166,1700
"S[174,11]",1,0.018,1,1,1,1,1,1.291,3000
"S[175,11]",1.59,0.492,1,1,2,2,2,1.102,25
"S[176,11]",1.998,0.048,2,2,2,2,2,1.132,1300
"S[177,11]",2,0,2,2,2,2,2,1,1
"S[178,11]",1.139,0.346,1,1,1,1,2,1.657,8
"S[179,11]",1.208,0.406,1,1,1,1,2,1.017,170
"S[181,11]",1.001,0.032,1,1,1,1,1,1.134,3000
"S[182,11]",2,0,2,2,2,2,2,1,1
"S[185,11]",1.331,0.471,1,1,1,2,2,17.776,3
"S[186,11]",1,0,1,1,1,1,1,1,1
"S[187,11]",1.01,0.098,1,1,1,1,1,1.095,480
"S[188,11]",1.001,0.032,1,1,1,1,1,1.134,3000
"S[189,11]",1,0,1,1,1,1,1,1,1
"S[190,11]",2,0,2,2,2,2,2,1,1
"S[192,11]",1,0,1,1,1,1,1,1,1
"S[196,11]",1.998,0.045,2,2,2,2,2,1.134,1500
"S[197,11]",2,0,2,2,2,2,2,1,1
"S[198,11]",1,0,1,1,1,1,1,1,1
"S[199,11]",1,0,1,1,1,1,1,1,1
"S[200,11]",1,0,1,1,1,1,1,1,1
"S[201,11]",1.999,0.026,2,2,2,2,2,1.291,1500
"S[202,11]",1.985,0.123,2,2,2,2,2,1.142,190
"S[203,11]",2,0,2,2,2,2,2,1,1
"S[204,11]",1,0,1,1,1,1,1,1,1
"S[205,11]",2,0,2,2,2,2,2,1,1
"S[206,11]",1.001,0.032,1,1,1,1,1,1.134,3000
"S[207,11]",2,0,2,2,2,2,2,1,1
"S[208,11]",2,0,2,2,2,2,2,1,1
"S[209,11]",1.993,0.085,2,2,2,2,2,1.071,860
"S[210,11]",1,0,1,1,1,1,1,1,1
"S[211,11]",2,0,2,2,2,2,2,1,1
"S[213,11]",2,0,2,2,2,2,2,1,1
"S[214,11]",2,0,2,2,2,2,2,1,1
"S[215,11]",1.983,0.128,2,2,2,2,2,1.068,410
"S[216,11]",2,0,2,2,2,2,2,1,1
"S[217,11]",1,0,1,1,1,1,1,1,1
"S[219,11]",1,0,1,1,1,1,1,1,1
"S[220,11]",2,0,2,2,2,2,2,1,1
"S[221,11]",1,0,1,1,1,1,1,1,1
"S[223,11]",1.008,0.087,1,1,1,1,1,1.303,130
"S[224,11]",1.997,0.055,2,2,2,2,2,1.067,2200
"S[225,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[226,11]",1,0,1,1,1,1,1,1,1
"S[227,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[228,11]",1.999,0.032,2,2,2,2,2,1.292,1000
"S[229,11]",2,0,2,2,2,2,2,1,1
"S[230,11]",1.001,0.026,1,1,1,1,1,1.291,1500
"S[231,11]",1,0,1,1,1,1,1,1,1
"S[232,11]",1.552,0.497,1,1,2,2,2,2.64,4
"S[233,11]",1,0,1,1,1,1,1,1,1
"S[235,11]",2,0,2,2,2,2,2,1,1
"S[236,11]",1.611,0.488,1,1,2,2,2,1.629,7
"S[237,11]",1.002,0.048,1,1,1,1,1,1.064,3000
"S[239,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[242,11]",1.871,0.335,1,2,2,2,2,1.571,9
"S[243,11]",2,0,2,2,2,2,2,1,1
"S[244,11]",2,0,2,2,2,2,2,1,1
"S[245,11]",1.945,0.229,1,2,2,2,2,1.05,180
"S[246,11]",1.994,0.077,2,2,2,2,2,1.11,640
"S[247,11]",2,0,2,2,2,2,2,1,1
"S[248,11]",1,0.018,1,1,1,1,1,1.291,3000
"S[249,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[250,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[252,11]",1.935,0.246,1,2,2,2,2,1.132,57
"S[253,11]",1.998,0.041,2,2,2,2,2,1.293,600
"S[255,11]",2,0,2,2,2,2,2,1,1
"S[256,11]",1,0,1,1,1,1,1,1,1
"S[257,11]",1.044,0.204,1,1,1,1,2,1.017,670
"S[258,11]",1.767,0.423,1,2,2,2,2,1.798,6
"S[259,11]",1.425,0.494,1,1,1,2,2,1.04,56
"S[260,11]",2,0,2,2,2,2,2,1,1
"S[261,11]",2,0,2,2,2,2,2,1,1
"S[262,11]",1.103,0.304,1,1,1,1,2,1.138,37
"S[263,11]",2,0,2,2,2,2,2,1,1
"S[264,11]",1.998,0.041,2,2,2,2,2,1.019,3000
"S[265,11]",1,0,1,1,1,1,1,1,1
"S[266,11]",1.157,0.364,1,1,1,1,2,1.13,31
"S[268,11]",1.676,0.468,1,1,2,2,2,1.129,21
"S[269,11]",1,0.018,1,1,1,1,1,1.291,3000
"S[271,11]",2,0,2,2,2,2,2,1,1
"S[272,11]",2,0,2,2,2,2,2,1,1
"S[273,11]",2,0,2,2,2,2,2,1,1
"S[274,11]",1.996,0.06,2,2,2,2,2,1.247,360
"S[275,11]",2,0,2,2,2,2,2,1,1
"S[276,11]",1,0,1,1,1,1,1,1,1
"S[277,11]",1,0,1,1,1,1,1,1,1
"S[279,11]",1,0,1,1,1,1,1,1,1
"S[280,11]",1,0,1,1,1,1,1,1,1
"S[281,11]",2,0,2,2,2,2,2,1,1
"S[282,11]",1,0,1,1,1,1,1,1,1
"S[284,11]",1,0,1,1,1,1,1,1,1
"S[285,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[286,11]",1.995,0.073,2,2,2,2,2,1.198,340
"S[287,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[288,11]",1.992,0.087,2,2,2,2,2,1.254,170
"S[289,11]",2,0,2,2,2,2,2,1,1
"S[290,11]",1.999,0.026,2,2,2,2,2,1.291,1500
"S[291,11]",1.955,0.207,1,2,2,2,2,1.041,270
"S[292,11]",2,0,2,2,2,2,2,1,1
"S[293,11]",1.001,0.032,1,1,1,1,1,1.292,1000
"S[295,11]",2,0,2,2,2,2,2,1,1
"S[296,11]",2,0,2,2,2,2,2,1,1
"S[297,11]",1,0,1,1,1,1,1,1,1
"S[298,11]",1,0,1,1,1,1,1,1,1
"S[299,11]",1.057,0.233,1,1,1,1,2,1.025,350
"S[301,11]",2,0,2,2,2,2,2,1,1
"S[303,11]",1.999,0.036,2,2,2,2,2,1.166,1700
"S[305,11]",1.929,0.257,1,2,2,2,2,1.054,130
"S[318,11]",1.936,0.245,1,2,2,2,2,1.019,420
"S[319,11]",2,0,2,2,2,2,2,1,1
"S[320,11]",2,0,2,2,2,2,2,1,1
"S[321,11]",1.952,0.214,1,2,2,2,2,1.344,24
"S[324,11]",1,0,1,1,1,1,1,1,1
"S[326,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[327,11]",1.999,0.026,2,2,2,2,2,1.291,1500
"S[329,11]",1,0,1,1,1,1,1,1,1
"S[330,11]",2,0,2,2,2,2,2,1,1
"S[331,11]",1,0,1,1,1,1,1,1,1
"S[332,11]",1,0,1,1,1,1,1,1,1
"S[334,11]",1.995,0.071,2,2,2,2,2,1.226,310
"S[335,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[336,11]",1.192,0.394,1,1,1,1,2,1.959,6
"S[337,11]",1.821,0.383,1,2,2,2,2,1.023,150
"S[338,11]",1.002,0.048,1,1,1,1,1,1.294,430
"S[339,11]",1.999,0.026,2,2,2,2,2,1.291,1500
"S[340,11]",1,0,1,1,1,1,1,1,1
"S[342,11]",2,0,2,2,2,2,2,1,1
"S[343,11]",1,0,1,1,1,1,1,1,1
"S[344,11]",2,0,2,2,2,2,2,1,1
"S[346,11]",1.643,0.479,1,1,2,2,2,1.018,120
"S[347,11]",1,0,1,1,1,1,1,1,1
"S[348,11]",1.667,0.471,1,1,2,2,2,1,1
"S[349,11]",1,0,1,1,1,1,1,1,1
"S[351,11]",1.002,0.041,1,1,1,1,1,1.071,3000
"S[352,11]",2,0,2,2,2,2,2,1,1
"S[353,11]",2,0,2,2,2,2,2,1,1
"S[354,11]",1.947,0.224,1,2,2,2,2,1.054,170
"S[355,11]",1.035,0.183,1,1,1,1,2,1.086,160
"S[357,11]",1.995,0.071,2,2,2,2,2,1.262,250
"S[358,11]",1,0,1,1,1,1,1,1,1
"S[359,11]",1,0,1,1,1,1,1,1,1
"S[360,11]",2,0,2,2,2,2,2,1,1
"S[362,11]",1.994,0.079,2,2,2,2,2,1.301,160
"S[363,11]",1.147,0.354,1,1,1,1,2,1.449,10
"S[364,11]",1,0,1,1,1,1,1,1,1
"S[365,11]",1.13,0.336,1,1,1,1,2,1.287,16
"S[366,11]",2,0,2,2,2,2,2,1,1
"S[367,11]",1.076,0.265,1,1,1,1,2,1.268,24
"S[368,11]",1,0,1,1,1,1,1,1,1
"S[369,11]",2,0,2,2,2,2,2,1,1
"S[370,11]",1.454,0.498,1,1,1,2,2,1.096,26
"S[371,11]",1.999,0.026,2,2,2,2,2,1.105,3000
"S[372,11]",1.001,0.036,1,1,1,1,1,1.293,750
"S[373,11]",2,0.018,2,2,2,2,2,1.291,3000
"S[374,11]",1,0,1,1,1,1,1,1,1
"S[375,11]",1,0,1,1,1,1,1,1,1
"S[376,11]",2,0,2,2,2,2,2,1,1
"S[377,11]",1.679,0.467,1,1,2,2,2,1.375,9
"S[378,11]",1.944,0.231,1,2,2,2,2,1.154,54
"S[379,11]",2,0,2,2,2,2,2,1,1
"S[380,11]",2,0,2,2,2,2,2,1,1
"S[381,11]",2,0,2,2,2,2,2,1,1
